lat,lon,label,source,water_level_cm
15.973087,108.143414,0,pseudo_absence_easy,
15.973132,108.085399,0,pseudo_absence_easy,
15.973155,108.191605,0,pseudo_absence_hard,
15.973399,108.192483,0,pseudo_absence_hard,
15.973405,108.268751,0,pseudo_absence_easy,
15.973614,108.081416,0,pseudo_absence_easy,
15.973692,108.082723,0,pseudo_absence_easy,
15.974076,108.245956,0,pseudo_absence_easy,
15.974081,108.172456,0,pseudo_absence_easy,
15.974123,108.169854,0,pseudo_absence_hard,
15.974162,108.085085,0,pseudo_absence_easy,
15.974178,108.24574,0,pseudo_absence_easy,
15.974295,108.205768,0,pseudo_absence_hard,
15.974383,108.184293,0,pseudo_absence_hard,
15.974384,108.068518,0,pseudo_absence_easy,
15.974446,108.208287,0,pseudo_absence_easy,
15.974484,108.243003,0,pseudo_absence_easy,
15.974548,108.16791,0,pseudo_absence_hard,
15.974594,108.152512,0,pseudo_absence_hard,
15.974742,108.165557,0,pseudo_absence_hard,
15.974764,108.079501,0,pseudo_absence_easy,
15.974872,108.153544,0,pseudo_absence_hard,
15.97489,108.233782,0,pseudo_absence_easy,
15.974936,108.16995,0,pseudo_absence_hard,
15.974951,108.162063,0,pseudo_absence_hard,
15.975106,108.263096,0,pseudo_absence_easy,
15.975492,108.24358,0,pseudo_absence_easy,
15.975538,108.236504,0,pseudo_absence_easy,
15.975664,108.164637,0,pseudo_absence_hard,
15.975927,108.150839,0,pseudo_absence_hard,
15.976095,108.076154,0,pseudo_absence_easy,
15.976109,108.120308,0,pseudo_absence_easy,
15.976471,108.174483,0,pseudo_absence_hard,
15.976491,108.148408,0,pseudo_absence_hard,
15.976516,108.144135,0,pseudo_absence_hard,
15.976558,108.148184,0,pseudo_absence_hard,
15.976694,108.117634,0,pseudo_absence_easy,
15.97677,108.21039,0,pseudo_absence_easy,
15.976954,108.20619,0,pseudo_absence_hard,
15.977183,108.179144,0,pseudo_absence_hard,
15.977438,108.142318,0,pseudo_absence_hard,
15.977469,108.250146,0,pseudo_absence_easy,
15.977493,108.190485,0,pseudo_absence_hard,
15.977537,108.265454,0,pseudo_absence_easy,
15.977563,108.166375,0,pseudo_absence_hard,
15.977957,108.174704,0,pseudo_absence_hard,
15.97834,108.245075,0,pseudo_absence_easy,
15.978689,108.183347,0,pseudo_absence_hard,
15.978762,108.178939,0,pseudo_absence_hard,
15.979068,108.188168,0,pseudo_absence_hard,
15.979071,108.178061,0,pseudo_absence_hard,
15.97915,108.16617,0,pseudo_absence_hard,
15.979154,108.145988,0,pseudo_absence_hard,
15.979281,108.272698,0,pseudo_absence_easy,
15.979463,108.144763,0,pseudo_absence_hard,
15.979467,108.195671,0,pseudo_absence_hard,
15.979632,108.197064,0,pseudo_absence_hard,
15.979718,108.076245,0,pseudo_absence_easy,
15.979862,108.177042,0,pseudo_absence_hard,
15.980078,108.130554,0,pseudo_absence_easy,
15.980089,108.175052,0,pseudo_absence_hard,
15.980139,108.177048,0,pseudo_absence_hard,
15.980394,108.248409,0,pseudo_absence_easy,
15.980572,108.106727,0,pseudo_absence_easy,
15.980577,108.064956,0,pseudo_absence_easy,
15.980671,108.179729,0,pseudo_absence_hard,
15.980954,108.149661,0,pseudo_absence_hard,
15.981069,108.234379,0,pseudo_absence_easy,
15.981267,108.246723,0,pseudo_absence_easy,
15.98139,108.206827,0,pseudo_absence_easy,
15.981625,108.200851,0,pseudo_absence_hard,
15.982046,108.108999,0,pseudo_absence_easy,
15.982086,108.064576,0,pseudo_absence_easy,
15.982248,108.265158,0,pseudo_absence_hard,
15.982377,108.176618,0,pseudo_absence_hard,
15.982439,108.267852,0,pseudo_absence_hard,
15.982507,108.094377,0,pseudo_absence_easy,
15.982548,108.231429,0,pseudo_absence_easy,
15.982656,108.14222,0,pseudo_absence_hard,
15.982683,108.24343,0,pseudo_absence_easy,
15.983016,108.179938,0,pseudo_absence_hard,
15.98312,108.278112,0,pseudo_absence_easy,
15.983145,108.087344,0,pseudo_absence_easy,
15.98318,108.207708,0,pseudo_absence_easy,
15.983237,108.07293,0,pseudo_absence_easy,
15.983263,108.060951,0,pseudo_absence_easy,
15.98334,108.150327,0,pseudo_absence_hard,
15.983404,108.261586,0,pseudo_absence_hard,
15.983766,108.198045,0,pseudo_absence_hard,
15.983821,108.279465,0,pseudo_absence_easy,
15.983885,108.091372,0,pseudo_absence_easy,
15.98399,108.217083,0,pseudo_absence_easy,
15.984182,108.274249,0,pseudo_absence_easy,
15.984231,108.267273,0,pseudo_absence_hard,
15.984345,108.079376,0,pseudo_absence_easy,
15.984476,108.165469,0,pseudo_absence_hard,
15.98454,108.262447,0,pseudo_absence_hard,
15.984546,108.249204,0,pseudo_absence_easy,
15.984671,108.123755,0,pseudo_absence_easy,
15.98474,108.273628,0,pseudo_absence_hard,
15.984859,108.114363,0,pseudo_absence_easy,
15.984963,108.181909,0,pseudo_absence_hard,
15.984971,108.149042,0,pseudo_absence_hard,
15.984982,108.201633,0,pseudo_absence_hard,
15.984988,108.065083,0,pseudo_absence_easy,
15.985032,108.165981,0,pseudo_absence_hard,
15.985063,108.061162,0,pseudo_absence_easy,
15.985284,108.182164,0,pseudo_absence_hard,
15.98547,108.215727,0,pseudo_absence_easy,
15.985671,108.259793,0,pseudo_absence_hard,
15.985798,108.263598,0,pseudo_absence_hard,
15.985927,108.061279,0,pseudo_absence_easy,
15.985982,108.113682,0,pseudo_absence_easy,
15.985996,108.06688,0,pseudo_absence_easy,
15.986041,108.13882,0,pseudo_absence_hard,
15.986464,108.159838,0,pseudo_absence_hard,
15.986465,108.260614,0,pseudo_absence_hard,
15.986638,108.274189,0,pseudo_absence_hard,
15.986762,108.218826,0,pseudo_absence_easy,
15.986793,108.125378,0,pseudo_absence_easy,
15.98681,108.279349,0,pseudo_absence_easy,
15.986815,108.170878,0,pseudo_absence_hard,
15.987116,108.236191,0,pseudo_absence_easy,
15.987204,108.252063,0,pseudo_absence_easy,
15.987215,108.268885,0,pseudo_absence_hard,
15.987394,108.252242,0,pseudo_absence_easy,
15.987522,108.265691,0,pseudo_absence_hard,
15.987568,108.181515,0,pseudo_absence_hard,
15.987921,108.188761,0,pseudo_absence_hard,
15.988565,108.240981,0,pseudo_absence_easy,
15.988859,108.071927,0,pseudo_absence_easy,
15.98903,108.268133,0,pseudo_absence_hard,
15.989033,108.246662,0,pseudo_absence_easy,
15.989152,108.088939,0,pseudo_absence_easy,
15.989293,108.14458,0,pseudo_absence_hard,
15.989305,108.126117,0,pseudo_absence_easy,
15.989652,108.055807,0,pseudo_absence_easy,
15.989755,108.168483,0,pseudo_absence_hard,
15.989789,108.187222,0,pseudo_absence_hard,
15.989924,108.262749,0,pseudo_absence_hard,
15.98995,108.157832,0,pseudo_absence_hard,
15.990481,108.068015,0,pseudo_absence_easy,
15.990703,108.067963,0,pseudo_absence_easy,
15.990727,108.256104,0,pseudo_absence_hard,
15.990838,108.276527,0,pseudo_absence_hard,
15.990917,108.176055,0,pseudo_absence_hard,
15.990961,108.24133,0,pseudo_absence_hard,
15.990983,108.11167,0,pseudo_absence_easy,
15.991128,108.166871,0,pseudo_absence_hard,
15.991128,108.249378,0,pseudo_absence_easy,
15.991411,108.160013,0,pseudo_absence_hard,
15.991434,108.243948,0,pseudo_absence_hard,
15.991571,108.165245,0,pseudo_absence_hard,
15.99163,108.14348,0,pseudo_absence_hard,
15.991732,108.06664,0,pseudo_absence_easy,
15.991745,108.218213,0,pseudo_absence_easy,
15.991776,108.142247,0,pseudo_absence_hard,
15.991904,108.202631,0,pseudo_absence_hard,
15.992185,108.252741,0,pseudo_absence_easy,
15.992202,108.200777,0,pseudo_absence_hard,
15.992215,108.081507,0,pseudo_absence_easy,
15.992408,108.197786,0,pseudo_absence_hard,
15.992472,108.240105,0,pseudo_absence_hard,
15.99268,108.207821,0,pseudo_absence_hard,
15.992873,108.20021,0,pseudo_absence_hard,
15.992906,108.11769,0,pseudo_absence_easy,
15.993173,108.20355,0,pseudo_absence_hard,
15.99337,108.106398,0,pseudo_absence_easy,
15.993649,108.186514,0,pseudo_absence_hard,
15.994001,108.146272,0,pseudo_absence_hard,
15.994037,108.181693,0,pseudo_absence_hard,
15.99422,108.202886,0,pseudo_absence_hard,
15.994364,108.055785,0,pseudo_absence_easy,
15.99447,108.270544,0,pseudo_absence_hard,
15.99449,108.190966,0,pseudo_absence_hard,
15.994534,108.05871,0,pseudo_absence_easy,
15.994631,108.256653,0,pseudo_absence_hard,
15.995158,108.084942,0,pseudo_absence_easy,
15.995434,108.205677,0,pseudo_absence_hard,
15.995518,108.218688,0,pseudo_absence_easy,
15.995551,108.06741,0,pseudo_absence_easy,
15.995645,108.153588,0,pseudo_absence_hard,
15.995952,108.176136,0,pseudo_absence_hard,
15.996237,108.141048,0,pseudo_absence_hard,
15.996613,108.14493,0,pseudo_absence_hard,
15.996632,108.164101,0,pseudo_absence_easy,
15.996647,108.239992,0,pseudo_absence_hard,
15.996818,108.058961,0,pseudo_absence_easy,
15.997027,108.227852,0,pseudo_absence_hard,
15.997077,108.10681,0,pseudo_absence_easy,
15.997101,108.055701,0,pseudo_absence_easy,
15.997168,108.100601,0,pseudo_absence_easy,
15.997183,108.082341,0,pseudo_absence_easy,
15.997344,108.270519,0,pseudo_absence_hard,
15.997474,108.145836,0,pseudo_absence_hard,
15.997495,108.103646,0,pseudo_absence_easy,
15.997822,108.153065,0,pseudo_absence_hard,
15.998109,108.216145,0,pseudo_absence_hard,
15.998135,108.262245,0,pseudo_absence_hard,
15.998167,108.144286,0,pseudo_absence_hard,
15.9983,108.268215,0,pseudo_absence_hard,
15.998415,108.248808,0,pseudo_absence_hard,
15.998518,108.233438,0,pseudo_absence_hard,
15.998565,108.180058,0,pseudo_absence_hard,
15.998641,108.148232,0,pseudo_absence_hard,
15.999091,108.264215,0,pseudo_absence_hard,
15.999368,108.25916,0,pseudo_absence_hard,
15.999438,108.255781,0,pseudo_absence_easy,
15.999814,108.246177,0,pseudo_absence_hard,
15.99999,108.148178,0,pseudo_absence_hard,
16.000107,108.209484,0,pseudo_absence_hard,
16.00013,108.062914,0,pseudo_absence_easy,
16.000176,108.132465,0,pseudo_absence_easy,
16.000193,108.174412,0,pseudo_absence_hard,
16.000204,108.26165,0,pseudo_absence_hard,
16.000241,108.246735,0,pseudo_absence_hard,
16.000546,108.113109,0,pseudo_absence_easy,
16.000662,108.230936,0,pseudo_absence_hard,
16.000809,108.173901,0,pseudo_absence_hard,
16.000879,108.203684,0,pseudo_absence_hard,
16.000974,108.071203,0,pseudo_absence_easy,
16.001056,108.262433,0,pseudo_absence_hard,
16.001273,108.148364,0,pseudo_absence_hard,
16.001278,108.080458,0,pseudo_absence_easy,
16.001333,108.209891,0,pseudo_absence_hard,
16.001433,108.224342,0,pseudo_absence_hard,
16.001499,108.198421,0,pseudo_absence_hard,
16.001637,108.105199,0,pseudo_absence_easy,
16.001697,108.197519,0,pseudo_absence_hard,
16.001731,108.062142,0,pseudo_absence_easy,
16.001738,108.125482,0,pseudo_absence_easy,
16.00186,108.097133,0,pseudo_absence_easy,
16.001878,108.260664,0,pseudo_absence_hard,
16.002239,108.05725,0,pseudo_absence_easy,
16.002387,108.081819,0,pseudo_absence_easy,
16.002565,108.061844,0,pseudo_absence_easy,
16.002644,108.102943,0,pseudo_absence_easy,
16.0028,108.174245,0,pseudo_absence_hard,
16.002843,108.26518,0,pseudo_absence_hard,
16.003243,108.176798,0,pseudo_absence_hard,
16.003283,108.173516,0,pseudo_absence_hard,
16.003514,108.106992,0,pseudo_absence_easy,
16.003573,108.0601,0,pseudo_absence_easy,
16.003592,108.246858,0,pseudo_absence_hard,
16.003845,108.136717,0,pseudo_absence_easy,
16.003966,108.272091,0,pseudo_absence_easy,
16.003993,108.18365,0,pseudo_absence_hard,
16.004256,108.176919,0,pseudo_absence_hard,
16.00444,108.259153,0,pseudo_absence_easy,
16.004484,108.240648,0,pseudo_absence_hard,
16.004633,108.219294,0,pseudo_absence_hard,
16.004678,108.178185,0,pseudo_absence_hard,
16.004707,108.25329,0,pseudo_absence_easy,
16.004793,108.078526,0,pseudo_absence_easy,
16.004949,108.075099,0,pseudo_absence_easy,
16.005036,108.236817,0,pseudo_absence_hard,
16.005285,108.063202,0,pseudo_absence_easy,
16.005455,108.187154,0,pseudo_absence_hard,
16.005489,108.249687,0,pseudo_absence_hard,
16.005497,108.095221,0,pseudo_absence_easy,
16.005576,108.162762,0,pseudo_absence_easy,
16.00561,108.178183,0,pseudo_absence_hard,
16.005624,108.248418,0,pseudo_absence_hard,
16.005883,108.210701,0,pseudo_absence_hard,
16.005908,108.154222,0,pseudo_absence_easy,
16.005972,108.25547,0,pseudo_absence_hard,
16.006005,108.199857,0,pseudo_absence_hard,
16.006046,108.169023,0,pseudo_absence_hard,
16.006217,108.065132,0,pseudo_absence_easy,
16.006465,108.077961,0,pseudo_absence_easy,
16.006481,108.127584,0,pseudo_absence_easy,
16.006789,108.171665,0,pseudo_absence_hard,
16.006929,108.188814,0,pseudo_absence_hard,
16.007014,108.239911,0,pseudo_absence_hard,
16.007137,108.14432,0,pseudo_absence_hard,
16.007694,108.235111,0,pseudo_absence_hard,
16.007748,108.05454,0,pseudo_absence_easy,
16.008065,108.074966,0,pseudo_absence_easy,
16.008132,108.150512,0,pseudo_absence_hard,
16.00825,108.236193,0,pseudo_absence_hard,
16.008263,108.100631,0,pseudo_absence_easy,
16.008839,108.103069,0,pseudo_absence_easy,
16.008998,108.144497,0,pseudo_absence_hard,
16.009392,108.254557,0,pseudo_absence_hard,
16.009457,108.074447,0,pseudo_absence_easy,
16.009484,108.143616,0,pseudo_absence_hard,
16.009497,108.103269,0,pseudo_absence_easy,
16.009539,108.093249,0,pseudo_absence_easy,
16.009774,108.210792,0,pseudo_absence_hard,
16.009883,108.238643,0,pseudo_absence_hard,
16.009922,108.088606,0,pseudo_absence_easy,
16.010368,108.147569,0,pseudo_absence_hard,
16.011062,108.162408,0,pseudo_absence_easy,
16.011477,108.099977,0,pseudo_absence_easy,
16.011582,108.086946,0,pseudo_absence_easy,
16.011632,108.099551,0,pseudo_absence_easy,
16.0117,108.120153,0,pseudo_absence_easy,
16.01196,108.208089,0,pseudo_absence_hard,
16.012762,108.242547,0,pseudo_absence_hard,
16.012824,108.244351,0,pseudo_absence_hard,
16.01288,108.098148,0,pseudo_absence_easy,
16.013008,108.094309,0,pseudo_absence_easy,
16.013075,108.141345,0,pseudo_absence_hard,
16.013874,108.147274,0,pseudo_absence_hard,
16.01403,108.182135,0,pseudo_absence_hard,
16.014148,108.144459,0,pseudo_absence_hard,
16.014693,108.247684,0,pseudo_absence_hard,
16.015291,108.110188,0,pseudo_absence_easy,
16.015547,108.188753,0,pseudo_absence_hard,
16.015948,108.248881,0,pseudo_absence_hard,
16.016036,108.124091,0,pseudo_absence_easy,
16.016152,108.116467,0,pseudo_absence_easy,
16.01629,108.245571,0,pseudo_absence_hard,
16.016292,108.163474,0,pseudo_absence_easy,
16.016731,108.261068,0,pseudo_absence_hard,
16.016732,108.227023,0,pseudo_absence_hard,
16.017305,108.24521,0,pseudo_absence_hard,
16.017391,108.068514,0,pseudo_absence_easy,
16.017437,108.226257,0,pseudo_absence_hard,
16.01745,108.144184,0,pseudo_absence_hard,
16.017461,108.107063,0,pseudo_absence_easy,
16.017507,108.185435,0,pseudo_absence_hard,
16.01761,108.059243,0,pseudo_absence_easy,
16.017649,108.1404,0,pseudo_absence_easy,
16.017683,108.064872,0,pseudo_absence_easy,
16.017878,108.144301,0,pseudo_absence_hard,
16.017962,108.124736,0,pseudo_absence_easy,
16.018044,108.060063,0,pseudo_absence_easy,
16.01816,108.246889,0,pseudo_absence_hard,
16.018201,108.108485,0,pseudo_absence_easy,
16.018226,108.104407,0,pseudo_absence_easy,
16.018388,108.259346,0,pseudo_absence_hard,
16.01854,108.129498,0,pseudo_absence_easy,
16.018573,108.098872,0,pseudo_absence_easy,
16.019093,108.118706,0,pseudo_absence_easy,
16.019115,108.09866,0,pseudo_absence_easy,
16.019374,108.142393,0,pseudo_absence_hard,
16.019377,108.1296,0,pseudo_absence_easy,
16.019389,108.173322,0,pseudo_absence_hard,
16.019412,108.172878,0,pseudo_absence_hard,
16.019853,108.217453,0,pseudo_absence_hard,
16.020026,108.103582,0,pseudo_absence_easy,
16.020154,108.154066,0,pseudo_absence_easy,
16.020257,108.245553,0,pseudo_absence_hard,
16.020353,108.133041,0,pseudo_absence_easy,
16.020429,108.135823,0,pseudo_absence_easy,
16.020494,108.175261,0,pseudo_absence_hard,
16.020515,108.122057,0,pseudo_absence_easy,
16.020699,108.055287,0,pseudo_absence_easy,
16.020853,108.17465,0,pseudo_absence_hard,
16.021029,108.059661,0,pseudo_absence_easy,
16.02104,108.175165,0,pseudo_absence_hard,
16.021179,108.170281,0,pseudo_absence_hard,
16.021264,108.071678,0,pseudo_absence_easy,
16.021671,108.172652,0,pseudo_absence_hard,
16.022152,108.243604,0,pseudo_absence_hard,
16.022279,108.243234,0,pseudo_absence_hard,
16.022631,108.263351,0,pseudo_absence_easy,
16.022636,108.220332,0,pseudo_absence_hard,
16.022766,108.236248,0,pseudo_absence_hard,
16.022893,108.16668,0,pseudo_absence_easy,
16.02324,108.244336,0,pseudo_absence_hard,
16.02351,108.186137,0,pseudo_absence_hard,
16.023693,108.240255,0,pseudo_absence_hard,
16.024042,108.256694,0,pseudo_absence_hard,
16.024166,108.230054,0,pseudo_absence_hard,
16.024187,108.126489,0,pseudo_absence_easy,
16.024188,108.234143,0,pseudo_absence_hard,
16.024547,108.253941,0,pseudo_absence_hard,
16.024643,108.13662,0,pseudo_absence_easy,
16.024802,108.12645,0,pseudo_absence_easy,
16.025025,108.175628,0,pseudo_absence_hard,
16.025308,108.263004,0,pseudo_absence_easy,
16.025499,108.168926,0,pseudo_absence_easy,
16.025707,108.178783,0,pseudo_absence_hard,
16.025952,108.065516,0,pseudo_absence_easy,
16.026027,108.258065,0,pseudo_absence_hard,
16.026321,108.130123,0,pseudo_absence_easy,
16.02667,108.162052,0,pseudo_absence_easy,
16.026775,108.197447,0,pseudo_absence_hard,
16.027608,108.253031,0,pseudo_absence_hard,
16.027646,108.202693,0,pseudo_absence_hard,
16.027674,108.066383,0,pseudo_absence_easy,
16.028151,108.174256,0,pseudo_absence_hard,
16.028783,108.216741,0,pseudo_absence_hard,
16.028842,108.063818,0,pseudo_absence_easy,
16.028953,108.135148,0,pseudo_absence_easy,
16.029382,108.12926,0,pseudo_absence_easy,
16.029926,108.151985,0,pseudo_absence_easy,
16.030098,108.176016,0,pseudo_absence_hard,
16.030442,108.258677,0,pseudo_absence_hard,
16.03061,108.213064,0,pseudo_absence_hard,
16.030751,108.060038,0,pseudo_absence_easy,
16.031124,108.255734,0,pseudo_absence_hard,
16.032014,108.199445,0,pseudo_absence_hard,
16.032293,108.101455,0,pseudo_absence_easy,
16.032337,108.193705,0,pseudo_absence_hard,
16.032343,108.200183,0,pseudo_absence_hard,
16.032608,108.168222,0,pseudo_absence_hard,
16.032745,108.128462,0,pseudo_absence_easy,
16.033409,108.064486,0,pseudo_absence_easy,
16.033783,108.065954,0,pseudo_absence_easy,
16.033836,108.23089,0,pseudo_absence_hard,
16.034089,108.251443,0,pseudo_absence_hard,
16.034262,108.201077,0,pseudo_absence_hard,
16.03427,108.192042,0,pseudo_absence_hard,
16.034373,108.07366,0,pseudo_absence_easy,
16.034385,108.234746,0,pseudo_absence_hard,
16.034501,108.201591,0,pseudo_absence_hard,
16.034604,108.239996,0,pseudo_absence_hard,
16.034638,108.199846,0,pseudo_absence_hard,
16.034771,108.23083,0,pseudo_absence_hard,
16.034798,108.204892,0,pseudo_absence_hard,
16.034992,108.067826,0,pseudo_absence_easy,
16.035215,108.073518,0,pseudo_absence_easy,
16.035316,108.255308,0,pseudo_absence_hard,
16.035371,108.076474,0,pseudo_absence_easy,
16.035384,108.194805,0,pseudo_absence_hard,
16.035464,108.203652,0,pseudo_absence_hard,
16.035542,108.190543,0,pseudo_absence_hard,
16.035606,108.149109,0,pseudo_absence_easy,
16.035675,108.200499,0,pseudo_absence_hard,
16.036018,108.190668,0,pseudo_absence_hard,
16.036051,108.06652,0,pseudo_absence_easy,
16.03623,108.12562,0,pseudo_absence_easy,
16.036261,108.111051,0,pseudo_absence_easy,
16.036317,108.093866,0,pseudo_absence_easy,
16.036345,108.105039,0,pseudo_absence_easy,
16.036376,108.197686,0,pseudo_absence_hard,
16.036483,108.152196,0,pseudo_absence_easy,
16.036541,108.227476,0,pseudo_absence_hard,
16.036547,108.188225,0,pseudo_absence_hard,
16.036622,108.229516,0,pseudo_absence_hard,
16.03702,108.107553,0,pseudo_absence_easy,
16.03735,108.125336,0,pseudo_absence_easy,
16.037373,108.111517,0,pseudo_absence_easy,
16.037384,108.098796,0,pseudo_absence_easy,
16.037476,108.057514,0,pseudo_absence_easy,
16.037609,108.257049,0,pseudo_absence_hard,
16.037648,108.190093,0,pseudo_absence_hard,
16.03775,108.094035,0,pseudo_absence_easy,
16.037825,108.154405,0,pseudo_absence_easy,
16.038186,108.142886,0,pseudo_absence_easy,
16.038568,108.230459,0,pseudo_absence_hard,
16.039051,108.156471,0,pseudo_absence_easy,
16.03934,108.097119,0,pseudo_absence_easy,
16.039569,108.111425,0,pseudo_absence_easy,
16.039898,108.168117,0,pseudo_absence_hard,
16.039985,108.166439,0,pseudo_absence_hard,
16.04016,108.16565,0,pseudo_absence_hard,
16.040746,108.254459,0,pseudo_absence_hard,
16.040774,108.139421,0,pseudo_absence_easy,
16.040852,108.14862,0,pseudo_absence_hard,
16.041144,108.173209,0,pseudo_absence_hard,
16.041331,108.081452,0,pseudo_absence_easy,
16.041477,108.164113,0,pseudo_absence_hard,
16.041784,108.166913,0,pseudo_absence_hard,
16.041841,108.199111,0,pseudo_absence_hard,
16.041988,108.100141,0,pseudo_absence_easy,
16.042148,108.251548,0,pseudo_absence_hard,
16.042217,108.196401,0,pseudo_absence_hard,
16.042449,108.253761,0,pseudo_absence_hard,
16.042529,108.1427,0,pseudo_absence_easy,
16.04292,108.138334,0,pseudo_absence_easy,
16.043434,108.07632,0,pseudo_absence_easy,
16.043579,108.249143,0,pseudo_absence_hard,
16.04363,108.255782,0,pseudo_absence_hard,
16.044035,108.193717,0,pseudo_absence_hard,
16.044086,108.099452,0,pseudo_absence_easy,
16.044324,108.233655,0,pseudo_absence_hard,
16.044363,108.202515,0,pseudo_absence_hard,
16.044417,108.057704,0,pseudo_absence_easy,
16.044484,108.147516,0,pseudo_absence_easy,
16.044512,108.2667,0,pseudo_absence_easy,
16.045145,108.161848,0,pseudo_absence_hard,
16.045227,108.173377,0,pseudo_absence_hard,
16.045253,108.258781,0,pseudo_absence_easy,
16.045282,108.196041,0,pseudo_absence_hard,
