latitude,longitude,water_level_m,rainfall_mm,hours_rain,tide_level,historical_score,water_level_trend,rain_6h,soil_saturation,risk_level,timestamp,id,month,year_index,month_sin,month_cos,seasonal_risk_score,data_source
15.986953,108.241427,4.696,55.45,4,1.142,75.7,0.2527,94.31,76.0,critical,2023-10-15 01:00:00,1983.0,10,3,-0.8660254037844386,0.5000000000000001,85.0,
15.995774,108.12719,2.0,299.661,18,1.385,65.0,0.237,185.53,78.3,critical,2022-10-14 16:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.083318,108.147756,0.642,6.87,0,0.905,18.5,0.0676,2.29,27.1,low,2021-11-12 08:00:00,428.0,11,1,-0.5000000000000004,0.8660254037844384,80.0,
16.032753,108.18862,4.985,130.98,3,1.225,68.8,0.4322,91.03,87.6,critical,2024-02-06 11:00:00,3821.0,2,4,0.8660254037844386,0.5000000000000001,15.0,
15.440225,108.586986,0.561,6.42,0,1.494,35.5,0.1665,7.61,9.9,low,2022-01-05 12:00:00,2823.0,1,2,0.49999999999999994,0.8660254037844387,20.0,
16.081343,108.212645,0.5,295.75,18,1.418,90.0,0.314,181.15,88.6,high,2022-10-14 18:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.999234,108.100167,10.752,47.83,13,1.02,48.0,-0.1253,117.43,100.0,high,2020-08-05 18:00:00,328.0,8,0,-0.8660254037844384,-0.5000000000000004,45.0,
15.956409,108.155138,1.354,35.29,1,1.328,34.3,0.0377,11.76,53.4,low,2023-01-25 10:00:00,4039.0,1,3,0.49999999999999994,0.8660254037844387,20.0,
16.077643,108.131504,1.821,28.19,7,0.364,39.2,-0.0661,42.26,52.4,low,2022-04-12 08:00:00,1519.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
15.950403,108.086394,1.936,44.42,8,0.15,39.8,-0.1251,66.46,69.3,medium,2022-12-03 15:00:00,3048.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.269076,108.013544,2.174,5.06,2,0.976,52.5,0.2696,19.45,64.0,medium,2023-06-21 20:00:00,5439.0,6,3,1.2246467991473532e-16,-1.0,25.0,
16.01559,108.198816,2.985,53.28,2,1.539,79.0,0.4112,36.17,80.5,high,2020-05-13 15:00:00,1074.0,5,0,0.49999999999999994,-0.8660254037844387,15.0,
16.002057,108.13837,1.957,12.05,10,0.922,46.1,0.1315,30.83,68.5,medium,2022-09-09 21:00:00,3528.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
16.057702,108.159655,2.904,8.54,0,1.284,61.8,0.3585,15.65,57.9,medium,2021-03-26 02:00:00,5446.0,3,1,1.0,6.123233995736766e-17,12.0,
15.635313,108.156069,5.356,57.37,9,0.238,63.1,-0.1726,96.16,92.8,high,2019-09-16 19:00:00,2654.0,9,-1,-1.0,-1.8369701987210297e-16,70.0,
16.142339,108.118595,0.0,6.3,2,1.126,5.3,-0.0176,6.53,14.3,low,2022-04-03 13:00:00,4793.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
16.142756,108.115183,6.165,76.4,8,0.391,54.4,0.262,111.12,81.8,critical,2020-11-21 04:00:00,4949.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
16.072173,108.172805,1.1,299.666,18,1.402,70.0,0.373,182.3,81.1,high,2022-10-14 10:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.100101,108.280362,14.98,54.02,19,0.471,79.6,-0.1462,113.4,100.0,critical,2022-11-05 11:00:00,208.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
15.222919,108.252962,3.663,15.02,1,1.05,44.8,0.0684,5.01,75.8,medium,2023-08-07 00:00:00,2549.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
15.958018,107.990081,4.494,39.56,1,1.052,64.5,0.5751,13.19,80.9,high,2020-02-25 22:00:00,1046.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
15.954436,108.195861,4.043,127.17,7,0.501,76.4,-0.1876,182.03,98.5,high,2021-06-26 08:00:00,1172.0,6,1,1.2246467991473532e-16,-1.0,25.0,
16.070146,108.17544,5.738,64.86,8,0.186,79.8,0.1553,156.83,92.7,critical,2019-08-20 03:00:00,785.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
15.995376,108.186817,2.029,5.5,1,1.222,31.5,0.181,27.75,37.7,low,2019-04-15 05:00:00,2378.0,4,-1,0.8660254037844387,-0.49999999999999983,10.0,
16.058053,108.158409,6.079,71.59,4,1.282,55.1,0.6192,83.96,100.0,critical,2021-06-11 08:00:00,3614.0,6,1,1.2246467991473532e-16,-1.0,25.0,
16.060103,108.048021,3.756,49.78,13,1.416,31.4,-0.129,58.42,68.8,medium,2022-12-22 15:00:00,1007.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.094593,108.119975,9.782,42.84,11,0.871,63.9,0.727,109.65,100.0,critical,2022-12-18 14:00:00,2943.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.903225,108.248853,5.153,53.84,6,0.241,59.6,0.4337,98.65,83.5,critical,2020-09-08 15:00:00,805.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
15.956286,108.161667,0.394,9.97,0,1.361,44.9,-0.1013,8.63,13.1,low,2019-12-06 17:00:00,1819.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
16.031783,108.225817,5.135,65.7,2,1.381,38.6,0.3487,58.33,97.8,high,2019-12-04 00:00:00,2855.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
16.051396,108.079934,4.381,23.01,17,0.429,69.7,-0.1957,40.84,75.7,medium,2024-03-05 02:00:00,914.0,3,4,1.0,6.123233995736766e-17,12.0,
16.144441,108.023861,1.198,40.75,9,0.219,44.7,-0.0968,74.51,65.1,low,2020-08-28 21:00:00,727.0,8,0,-0.8660254037844384,-0.5000000000000004,45.0,
15.995982,108.19475,2.557,65.43,6,0.426,51.2,-0.2172,143.8,79.1,medium,2023-10-14 16:00:00,3047.0,10,3,-0.8660254037844386,0.5000000000000001,85.0,
15.95446,108.194234,12.548,33.79,20,0.094,78.3,-0.4648,81.81,100.0,high,2019-08-31 19:00:00,2069.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.042099,108.185074,1.5,300.565,18,1.519,82.0,0.301,182.66,89.3,critical,2022-10-14 10:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.04714,108.070908,1.5,263.134,18,1.511,65.0,0.325,172.05,89.4,critical,2022-10-14 14:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.615603,108.348336,4.189,42.34,5,1.225,65.9,0.3282,66.71,88.8,high,2022-03-25 13:00:00,4450.0,3,2,1.0,6.123233995736766e-17,12.0,
16.1132,108.127439,0.16,42.93,1,1.06,32.9,-0.1191,14.31,23.1,low,2023-11-13 03:00:00,1809.0,11,3,-0.5000000000000004,0.8660254037844384,80.0,
16.053681,108.080945,2.468,21.89,1,1.545,77.4,0.3335,7.3,65.5,medium,2024-03-04 10:00:00,976.0,3,4,1.0,6.123233995736766e-17,12.0,
16.134246,107.981739,2.632,68.14,5,1.356,14.9,0.2082,71.88,57.5,medium,2022-01-15 05:00:00,897.0,1,2,0.49999999999999994,0.8660254037844387,20.0,
16.067514,108.183503,0.817,29.42,3,1.008,24.7,-0.0571,34.85,18.0,low,2023-11-27 23:00:00,4506.0,11,3,-0.5000000000000004,0.8660254037844384,80.0,
16.005503,108.124176,3.162,29.64,8,0.208,37.1,0.1039,56.52,60.3,medium,2024-06-07 02:00:00,5493.0,6,4,1.2246467991473532e-16,-1.0,25.0,
15.820164,107.900758,4.904,33.96,3,1.464,34.6,0.3824,39.58,93.0,high,2019-06-29 21:00:00,642.0,6,-1,1.2246467991473532e-16,-1.0,25.0,
15.882384,108.282441,5.43,104.84,2,1.341,74.7,0.4217,74.23,100.0,critical,2020-12-25 23:00:00,4370.0,12,0,-2.4492935982947064e-16,1.0,60.0,
16.137836,108.02555,1.918,0.0,9,0.636,33.3,0.1038,33.93,66.2,low,2020-01-04 15:00:00,1485.0,1,0,0.49999999999999994,0.8660254037844387,20.0,
15.902628,108.246742,0.884,6.89,2,1.159,40.6,0.0223,9.14,25.1,low,2022-07-06 03:00:00,765.0,7,2,-0.4999999999999998,-0.8660254037844388,35.0,
15.953556,108.195944,13.013,25.15,19,0.136,76.5,-0.243,79.9,100.0,high,2019-08-31 18:00:00,5322.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.056882,108.154742,2.146,35.79,7,0.071,49.5,0.2806,57.63,52.4,medium,2019-08-15 04:00:00,1609.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
15.459548,108.17169,2.536,21.19,7,0.077,12.0,0.2504,37.16,52.2,medium,2019-07-29 17:00:00,2330.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
15.997999,108.103172,8.694,48.3,7,0.222,51.5,0.3901,111.67,100.0,critical,2020-08-05 12:00:00,1454.0,8,0,-0.8660254037844384,-0.5000000000000004,45.0,
16.144614,108.114774,2.339,33.8,8,0.265,25.5,0.1742,75.25,47.6,medium,2023-08-29 18:00:00,3980.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
16.034206,108.187366,0.116,0.0,2,0.855,40.3,-0.0048,6.62,9.1,low,2023-05-09 19:00:00,4866.0,5,3,0.49999999999999994,-0.8660254037844387,15.0,
15.960088,108.141061,2.151,35.53,6,0.196,52.1,-0.1831,87.26,55.0,medium,2022-01-23 09:00:00,2835.0,1,2,0.49999999999999994,0.8660254037844387,20.0,
15.996151,108.102608,0.938,18.51,3,1.5,29.6,0.1038,27.06,28.3,low,2024-12-29 17:00:00,3358.0,12,4,-2.4492935982947064e-16,1.0,60.0,
16.068863,108.102888,4.544,114.53,4,1.489,58.2,0.3997,120.6,99.9,critical,2022-08-22 16:00:00,1797.0,8,2,-0.8660254037844384,-0.5000000000000004,45.0,
15.367271,107.818865,5.416,50.44,6,1.117,46.8,0.2981,52.68,65.4,high,2020-07-09 12:00:00,390.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.790005,108.105342,2.076,84.87,1,1.32,63.6,0.4411,28.29,87.8,high,2021-06-19 11:00:00,407.0,6,1,1.2246467991473532e-16,-1.0,25.0,
15.853269,108.009688,2.588,48.43,3,1.226,38.7,0.1068,24.0,84.1,medium,2024-06-20 11:00:00,3328.0,6,4,1.2246467991473532e-16,-1.0,25.0,
16.068277,108.102081,0.278,0.0,2,0.644,33.8,-0.0048,7.79,13.2,low,2019-05-05 01:00:00,4615.0,5,-1,0.49999999999999994,-0.8660254037844387,15.0,
15.602851,108.465054,2.794,10.53,0,1.229,64.2,0.3232,3.51,78.6,medium,2021-06-06 08:00:00,5123.0,6,1,1.2246467991473532e-16,-1.0,25.0,
16.068443,108.17519,4.292,64.0,3,1.567,66.2,0.3979,58.19,74.9,high,2019-08-19 22:00:00,1056.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
15.712171,108.080245,0.723,26.51,5,0.652,47.6,-0.1804,17.75,10.5,low,2023-09-05 19:00:00,1524.0,9,3,-1.0,-1.8369701987210297e-16,70.0,
15.618979,108.347639,9.166,96.38,7,0.275,63.3,0.7612,187.79,100.0,critical,2021-09-12 11:00:00,1826.0,9,1,-1.0,-1.8369701987210297e-16,70.0,
16.080496,108.216506,0.159,7.56,1,1.318,39.3,0.1289,12.78,1.9,low,2020-02-28 21:00:00,2212.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
16.121055,107.984043,0.042,16.35,3,1.482,15.2,-0.0254,10.81,15.6,low,2020-05-31 22:00:00,3098.0,5,0,0.49999999999999994,-0.8660254037844387,15.0,
16.142807,108.115548,0.572,14.0,0,1.38,26.8,-0.0067,21.7,19.3,low,2020-07-17 10:00:00,1190.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
16.138968,108.050079,2.0,300.13,18,1.401,65.0,0.301,190.49,91.5,critical,2022-10-14 07:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.031875,108.224468,4.786,109.29,1,1.42,54.9,0.8754,36.43,95.0,critical,2019-12-03 23:00:00,1544.0,12,-1,-2.4492935982947064e-16,1.0,60.0,
15.844041,108.336376,2.06,66.16,1,1.475,41.4,0.159,22.05,36.5,medium,2020-12-12 21:00:00,4088.0,12,0,-2.4492935982947064e-16,1.0,60.0,
16.041091,108.181873,1.931,8.4,7,0.141,11.1,-0.1615,36.98,48.6,low,2021-09-10 15:00:00,343.0,9,1,-1.0,-1.8369701987210297e-16,70.0,
16.079419,108.215538,0.092,1.29,0,1.434,44.4,-0.0451,3.92,18.8,low,2022-08-13 07:00:00,372.0,8,2,-0.8660254037844384,-0.5000000000000004,45.0,
16.057203,108.158477,2.434,17.68,2,1.512,50.4,0.236,18.43,52.6,medium,2021-11-22 17:00:00,5275.0,11,1,-0.5000000000000004,0.8660254037844384,80.0,
16.101345,108.279939,7.101,63.93,5,1.104,51.1,0.4591,98.23,96.7,critical,2022-11-04 21:00:00,1370.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
15.901396,108.247037,5.888,39.32,8,0.206,52.5,0.4313,96.13,87.2,critical,2020-09-08 17:00:00,411.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
15.986059,108.075417,1.2,269.857,18,1.448,65.0,0.309,176.58,84.8,high,2022-10-14 14:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.788679,108.171952,2.407,58.17,5,0.615,21.6,0.402,66.41,49.9,medium,2024-05-18 04:00:00,4776.0,5,4,0.49999999999999994,-0.8660254037844387,15.0,
16.1066,108.086099,0.455,6.07,0,1.45,21.5,0.0782,23.95,19.4,low,2023-08-11 03:00:00,3188.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
16.064611,108.240637,0.5,294.775,18,1.515,60.0,0.341,186.9,79.6,high,2022-10-14 07:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.736232,108.25712,2.617,14.95,8,0.36,46.1,0.0293,37.11,44.6,low,2020-04-01 04:00:00,2838.0,4,0,0.8660254037844387,-0.49999999999999983,10.0,
15.458642,108.171368,0.647,0.0,2,1.281,38.2,-0.0822,13.42,21.9,low,2020-01-12 06:00:00,309.0,1,0,0.49999999999999994,0.8660254037844387,20.0,
15.844897,108.336035,3.977,86.74,9,0.39,48.7,-0.0325,131.0,90.5,high,2022-04-25 22:00:00,2035.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
16.080024,108.216154,1.748,29.76,5,1.068,50.6,-0.1605,82.34,54.0,medium,2023-03-05 07:00:00,3437.0,3,3,1.0,6.123233995736766e-17,12.0,
16.004362,108.140125,0.379,15.88,4,1.138,44.8,0.0225,6.04,20.9,low,2024-05-05 13:00:00,3183.0,5,4,0.49999999999999994,-0.8660254037844387,15.0,
16.063623,108.211601,1.0,295.353,18,1.438,85.0,0.383,180.72,83.6,high,2022-10-14 11:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.065981,108.241725,0.4,301.836,18,1.419,60.0,0.354,180.24,89.9,high,2022-10-14 18:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.549248,108.247492,5.422,79.14,12,1.518,66.3,0.4017,112.66,99.6,critical,2024-08-30 09:00:00,4348.0,8,4,-0.8660254037844384,-0.5000000000000004,45.0,
16.06754,108.175077,0.16,5.61,4,0.602,11.1,0.0645,9.02,8.1,low,2020-09-04 11:00:00,781.0,9,0,-1.0,-1.8369701987210297e-16,70.0,
15.982328,108.072946,0.093,3.53,0,1.586,21.7,-0.0542,3.91,7.5,low,2020-03-13 13:00:00,2357.0,3,0,1.0,6.123233995736766e-17,12.0,
16.081945,108.231462,1.0,301.627,18,1.521,60.0,0.367,193.54,84.1,high,2022-10-14 10:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.617203,108.348851,3.745,18.97,3,1.126,65.8,0.3557,25.15,75.7,medium,2022-03-15 04:00:00,2207.0,3,2,1.0,6.123233995736766e-17,12.0,
15.986953,108.241427,4.696,55.45,4,1.142,75.7,0.2527,94.31,76.0,critical,2023-10-15 01:00:00,1983.0,10,3,-0.8660254037844386,0.5000000000000001,85.0,
15.568659,108.472607,5.834,59.75,15,1.46,56.8,-0.1315,140.32,100.0,critical,2020-11-24 07:00:00,866.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
15.957632,108.163531,0.134,16.83,6,0.908,15.6,0.0425,15.81,10.2,low,2020-01-23 23:00:00,1881.0,1,0,0.49999999999999994,0.8660254037844387,20.0,
16.058237,108.185341,0.5,275.622,18,1.388,85.0,0.272,189.19,79.7,high,2022-10-14 12:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.006873,108.126092,0.689,12.26,3,0.651,34.2,0.0615,15.58,27.0,low,2022-10-12 15:00:00,1459.0,10,2,-0.8660254037844386,0.5000000000000001,85.0,
16.004078,108.138183,0.0,14.47,0,1.203,25.7,-0.1199,4.82,24.1,low,2020-02-05 13:00:00,936.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
15.462112,107.939523,7.1,44.82,13,1.515,59.5,0.259,96.64,100.0,critical,2020-11-02 07:00:00,3831.0,11,0,-0.5000000000000004,0.8660254037844384,80.0,
16.089975,108.245887,1.0,299.082,18,1.399,60.0,0.324,176.65,82.5,high,2022-10-14 12:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
16.028016,108.185199,5.218,80.75,11,1.337,65.5,-0.0924,103.12,93.3,high,2024-01-06 20:00:00,721.0,1,4,0.49999999999999994,0.8660254037844387,20.0,
16.107396,108.261796,11.122,57.71,19,0.25,71.1,-0.4711,88.9,100.0,high,2020-08-19 01:00:00,2154.0,8,0,-0.8660254037844384,-0.5000000000000004,45.0,
15.536621,108.338089,0.886,10.76,0,1.551,31.1,0.1887,3.59,34.0,low,2023-08-19 19:00:00,3508.0,8,3,-0.8660254037844384,-0.5000000000000004,45.0,
16.06567,108.240331,0.4,301.704,18,1.401,60.0,0.22,184.67,79.5,high,2022-10-14 14:00:00,,10,2,-0.8660254037844386,0.5000000000000001,85.0,real_flood_report_2022
15.541734,108.043004,5.691,85.6,14,1.297,57.0,-0.1697,133.46,100.0,critical,2021-08-07 16:00:00,2361.0,8,1,-0.8660254037844384,-0.5000000000000004,45.0,
15.619236,108.346485,3.048,25.25,2,1.459,74.5,0.1999,13.08,61.6,medium,2019-08-22 16:00:00,4568.0,8,-1,-0.8660254037844384,-0.5000000000000004,45.0,
16.099854,108.279874,14.796,41.86,20,0.391,65.7,-0.1841,103.21,100.0,high,2022-11-05 12:00:00,76.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
15.984095,108.155913,0.0,21.07,2,1.466,36.8,0.0,7.02,14.1,low,2019-10-17 02:00:00,329.0,10,-1,-0.8660254037844386,0.5000000000000001,85.0,
15.094593,108.119975,9.782,42.84,11,0.871,63.9,0.727,109.65,100.0,critical,2022-12-18 14:00:00,2943.0,12,2,-2.4492935982947064e-16,1.0,60.0,
16.077127,108.132969,2.87,29.62,10,0.882,46.1,-0.0739,52.61,40.2,medium,2024-11-12 09:00:00,1153.0,11,4,-0.5000000000000004,0.8660254037844384,80.0,
16.067167,108.193598,9.944,22.95,13,0.907,76.1,0.5389,88.57,100.0,critical,2019-09-12 05:00:00,4644.0,9,-1,-1.0,-1.8369701987210297e-16,70.0,
15.094355,108.121466,12.974,58.6,16,0.935,75.8,0.8536,122.51,100.0,critical,2022-12-18 19:00:00,1460.0,12,2,-2.4492935982947064e-16,1.0,60.0,
15.537502,108.339186,8.56,139.34,5,1.247,77.1,0.8285,152.21,98.5,critical,2019-07-14 12:00:00,266.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
16.065801,108.176171,3.067,33.83,3,0.523,29.5,0.1692,46.16,44.5,medium,2022-09-25 05:00:00,1539.0,9,2,-1.0,-1.8369701987210297e-16,70.0,
16.10088,108.279038,13.389,50.28,15,1.451,76.4,0.2478,116.37,100.0,critical,2022-11-05 07:00:00,110.0,11,2,-0.5000000000000004,0.8660254037844384,80.0,
16.057593,108.153201,0.007,10.31,0,1.473,12.6,0.0074,10.34,19.1,low,2020-08-29 23:00:00,2015.0,8,0,-0.8660254037844384,-0.5000000000000004,45.0,
15.73394,108.258021,2.762,34.79,4,0.993,71.0,0.1629,39.95,82.6,medium,2022-04-29 16:00:00,5131.0,4,2,0.8660254037844387,-0.49999999999999983,10.0,
15.851923,108.011224,2.196,35.21,9,0.228,54.5,-0.2001,36.45,55.9,low,2020-07-17 01:00:00,2148.0,7,0,-0.4999999999999998,-0.8660254037844388,35.0,
15.800322,107.26081,2.077,35.32,1,0.974,66.1,0.4859,11.77,76.8,medium,2019-07-29 13:00:00,1859.0,7,-1,-0.4999999999999998,-0.8660254037844388,35.0,
16.058472,108.162025,9.237,22.22,13,1.484,57.6,0.7374,60.19,93.6,critical,2020-02-13 07:00:00,3742.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
15.093268,108.121329,2.609,23.31,6,0.262,56.6,0.2199,36.07,54.8,medium,2020-02-02 05:00:00,1917.0,2,0,0.8660254037844386,0.5000000000000001,15.0,
15.399262,107.76218,2.569,31.33,10,0.345,28.7,0.2022,36.06,59.2,medium,2019-10-30 02:00:00,3837.0,10,-1,-0.8660254037844386,0.5000000000000001,85.0,
15.921774,108.110759,1.742,29.59,3,1.392,43.4,0.14,32.69,37.7,medium,2020-04-23 12:00:00,4477.0,4,0,0.8660254037844387,-0.49999999999999983,10.0,
16.144126,108.116743,3.187,59.65,9,0.105,51.7,-0.0655,91.27,61.3,medium,2021-12-04 20:00:00,5173.0,12,1,-2.4492935982947064e-16,1.0,60.0,
15.620117,108.320973,1.967,39.59,5,1.356,30.5,0.2008,88.26,51.4,medium,2021-05-05 12:00:00,1031.0,5,1,0.49999999999999994,-0.8660254037844387,15.0,
