latitude,longitude,water_level_m,rainfall_mm,hours_rain,tide_level,historical_score,water_level_trend,rain_6h,soil_saturation,risk_level,timestamp,id,month,year_index,month_sin,month_cos,seasonal_risk_score,data_source
15.985559,108.168236,2.086,39.07,4,1.104,51.4,0.1844,42.0,49.5,medium,2022-07-08T12:00:00,71,,,,,,
15.094259,108.122341,0.719,24.09,3,1.462,20.7,-0.0201,18.83,40.2,low,2023-10-22T18:00:00,72,,,,,,
15.687706,108.103352,5.336,24.24,13,0.882,43.9,0.0028,74.11,100.0,high,2023-02-08T01:00:00,73,,,,,,
15.55065,108.246371,1.667,33.69,3,1.501,38.5,0.2992,40.5,54.4,medium,2020-08-18T10:00:00,74,,,,,,
15.8231,108.222572,0.276,53.43,2,1.408,41.9,0.0519,33.92,24.8,low,2020-08-12T15:00:00,75,,,,,,
16.099854,108.279874,14.796,41.86,20,0.391,65.7,-0.1841,103.21,100.0,high,2022-11-05T12:00:00,76,,,,,,
15.958803,108.215712,2.89,25.12,9,0.382,45.5,0.3149,21.59,57.7,medium,2022-04-29T04:00:00,77,,,,,,
15.996782,108.136347,0.355,1.16,0,1.391,17.7,-0.0195,0.39,23.5,low,2020-01-25T14:00:00,78,,,,,,
15.520742,108.356031,0.309,0.0,0,1.124,17.9,-0.0221,1.39,14.4,low,2024-04-13T20:00:00,79,,,,,,
16.006162,108.125712,3.273,26.51,12,1.161,36.6,-0.1246,48.65,63.5,medium,2024-06-07T06:00:00,80,,,,,,
16.062388,108.163008,0.191,1.81,1,1.515,20.8,-0.1052,5.78,26.5,low,2022-02-23T16:00:00,81,,,,,,
15.459025,108.171621,1.962,18.18,2,1.32,20.6,0.3271,10.41,50.1,low,2019-07-29T12:00:00,82,,,,,,
15.568747,108.473792,0.854,17.16,6,0.565,11.0,-0.0114,34.62,12.9,low,2021-09-10T20:00:00,83,,,,,,
16.107021,108.262752,3.969,42.1,1,1.485,54.1,0.6664,14.03,97.3,high,2020-08-18T07:00:00,84,,,,,,
16.133072,108.05309,1.257,10.52,5,0.21,20.0,-0.0473,27.6,36.1,low,2020-09-18T22:00:00,85,,,,,,
16.010263,108.195447,1.282,11.14,2,0.563,41.6,0.102,14.6,21.2,low,2024-09-06T20:00:00,86,,,,,,
15.733929,108.259075,2.587,20.08,10,0.123,3.9,0.0012,36.6,44.4,low,2020-04-01T03:00:00,87,,,,,,
15.820197,107.900278,0.2,12.24,3,0.18,42.1,0.0171,31.5,19.1,low,2020-06-21T09:00:00,88,,,,,,
15.6058,108.464194,0.851,0.0,5,0.059,14.2,-0.1848,5.13,21.6,low,2023-04-28T23:00:00,89,,,,,,
15.440251,108.58578,0.533,18.97,3,1.473,31.9,0.2411,24.5,23.5,low,2024-08-03T03:00:00,90,,,,,,
15.602633,108.463557,0.031,18.2,1,1.312,31.1,-0.0204,6.07,2.3,low,2021-06-03T18:00:00,91,,,,,,
15.463432,107.936953,6.351,19.9,19,0.419,59.8,-0.2643,79.66,100.0,high,2020-11-02T13:00:00,92,,,,,,
15.568102,108.151357,6.029,74.8,10,0.851,66.6,-0.1931,108.31,87.4,high,2024-05-19T13:00:00,93,,,,,,
15.618271,108.32047,1.915,27.54,6,1.048,12.5,-0.052,97.44,52.2,low,2021-05-05T13:00:00,94,,,,,,
15.845097,108.337769,2.927,42.63,9,0.258,22.1,-0.1428,70.42,75.2,medium,2020-10-08T09:00:00,95,,,,,,
15.616725,108.348637,0.971,15.78,5,1.135,37.8,-0.0993,28.72,34.0,low,2020-03-17T07:00:00,96,,,,,,
16.036139,108.218473,2.088,18.67,2,1.43,24.7,-0.0486,11.7,53.0,low,2023-11-06T21:00:00,97,,,,,,
16.061314,108.179567,3.854,13.0,9,0.695,63.6,-0.2374,109.61,85.9,medium,2024-04-15T07:00:00,98,,,,,,
15.90397,108.247431,4.66,63.24,4,0.826,41.3,0.3891,69.39,84.0,high,2019-08-02T01:00:00,99,,,,,,
15.368416,107.818892,0.755,0.0,3,0.668,1.9,0.1951,7.33,2.1,low,2024-06-11T22:00:00,100,,,,,,
15.617983,108.348445,0.546,22.8,5,0.864,13.6,0.0192,33.86,22.3,low,2024-05-26T11:00:00,101,,,,,,
15.113909,108.179452,3.41,47.01,2,1.404,36.1,0.3699,20.87,60.7,medium,2020-03-02T04:00:00,102,,,,,,
15.463321,107.937193,4.889,63.98,5,1.337,56.4,0.1941,91.19,95.7,high,2020-11-01T23:00:00,103,,,,,,
16.034464,108.218078,2.182,64.49,3,1.25,24.1,0.0934,33.19,55.7,low,2023-11-06T22:00:00,104,,,,,,
15.68935,108.10533,4.536,41.69,7,0.693,65.9,0.2106,89.35,92.4,high,2023-02-07T19:00:00,105,,,,,,
15.953882,108.08855,10.378,19.1,11,1.108,83.6,0.2825,76.82,100.0,critical,2023-01-11T16:00:00,106,,,,,,
16.024389,108.058945,0.0,8.51,3,0.212,24.6,0.0,16.27,8.5,low,2024-11-26T07:00:00,107,,,,,,
15.618852,108.346498,0.913,0.58,2,1.169,21.9,0.0225,16.79,15.5,low,2021-09-29T06:00:00,108,,,,,,
15.59976,108.21582,0.076,2.16,3,0.816,33.3,-0.0612,8.99,23.2,low,2020-05-06T19:00:00,109,,,,,,
16.10088,108.279038,13.389,50.28,15,1.451,76.4,0.2478,116.37,100.0,critical,2022-11-05T07:00:00,110,,,,,,
16.132108,108.049095,0.168,0.0,0,1.44,48.9,-0.0026,6.56,6.8,low,2020-06-28T14:00:00,111,,,,,,
15.950274,108.087394,2.061,14.58,4,0.416,15.9,0.1596,54.68,67.5,low,2022-12-03T14:00:00,112,,,,,,
16.067682,108.194231,0.885,3.3,0,1.504,9.4,0.1864,5.1,38.2,low,2020-11-20T06:00:00,113,,,,,,
16.145268,108.024551,0.311,7.3,0,1.471,42.2,-0.1183,2.43,35.1,low,2021-03-15T00:00:00,114,,,,,,
16.057172,108.045364,3.915,45.8,11,1.221,31.9,-0.108,57.29,67.3,medium,2022-12-22T13:00:00,115,,,,,,
15.548813,108.245716,4.711,53.71,9,0.124,33.6,0.2465,83.39,92.5,high,2024-08-30T06:00:00,116,,,,,,
15.565597,108.368376,1.387,49.88,7,0.487,26.6,0.1148,51.37,69.0,low,2020-06-10T09:00:00,117,,,,,,
15.550772,108.246952,0.358,15.03,1,1.31,9.6,0.0716,5.01,22.8,low,2020-08-25T18:00:00,118,,,,,,
15.789406,108.106398,6.412,40.57,13,1.246,76.0,0.3466,63.58,83.9,critical,2021-05-07T06:00:00,119,,,,,,
15.993276,108.143507,0.165,8.89,0,1.416,41.5,-0.0756,6.2,16.8,low,2020-06-30T13:00:00,120,,,,,,
16.068328,108.176227,0.0,3.12,0,1.305,19.0,-0.0305,6.36,9.0,low,2020-09-04T07:00:00,121,,,,,,
15.633535,108.15623,0.398,12.14,4,0.029,33.3,0.0621,47.09,13.9,low,2022-10-16T12:00:00,122,,,,,,
16.082473,108.218205,1.177,22.28,9,0.23,37.1,-0.0036,67.4,52.6,low,2022-08-09T16:00:00,123,,,,,,
15.269662,108.014399,1.158,39.8,2,1.6,40.3,0.1218,18.09,41.0,low,2019-10-01T02:00:00,124,,,,,,
16.033207,108.223033,0.907,10.41,3,0.231,43.6,-0.0433,21.48,12.6,low,2020-02-18T04:00:00,125,,,,,,
16.058093,108.153359,0.0,13.11,0,1.482,55.9,-0.0074,14.71,19.3,low,2020-08-30T00:00:00,126,,,,,,
16.081843,108.219553,0.66,14.17,0,1.473,45.7,0.0177,16.78,12.9,low,2022-10-14T16:00:00,127,,,,,,
15.368585,107.818614,0.186,0.0,0,1.425,19.6,-0.1453,0.0,3.0,low,2024-06-11T18:00:00,128,,,,,,
16.070581,108.195054,0.151,0.0,1,1.372,51.5,0.1514,10.48,19.1,low,2019-06-13T14:00:00,129,,,,,,
15.094535,108.122061,4.918,74.94,1,1.573,45.8,0.3851,24.98,79.1,high,2022-12-18T04:00:00,130,,,,,,
15.999341,108.191166,3.051,40.01,13,1.473,21.4,-0.0586,83.99,79.5,medium,2020-10-04T10:00:00,131,,,,,,
16.085053,108.150208,0.298,15.38,6,1.087,53.7,0.2388,16.24,20.5,low,2022-06-26T22:00:00,132,,,,,,
16.068417,108.103776,0.111,0.0,3,0.227,34.1,0.0179,4.67,19.1,low,2022-02-13T15:00:00,133,,,,,,
16.042856,108.208437,1.082,12.31,0,1.55,34.9,0.162,10.45,31.0,low,2020-11-29T22:00:00,134,,,,,,
16.073681,108.20329,0.201,0.0,0,1.234,30.6,-0.0338,0.0,20.4,low,2023-07-05T10:00:00,135,,,,,,
15.620336,108.32112,2.753,16.36,8,0.18,40.5,0.0406,66.88,58.5,low,2024-08-22T17:00:00,136,,,,,,
16.100383,108.280067,14.725,58.77,17,1.427,55.1,0.6423,113.76,100.0,critical,2022-11-05T09:00:00,137,,,,,,
15.550276,108.247197,0.559,6.93,0,1.451,49.7,0.1796,2.31,0.0,low,2020-09-13T07:00:00,138,,,,,,
15.99802,108.13843,0.384,6.21,0,1.524,15.8,0.0292,2.45,23.3,low,2020-01-25T15:00:00,139,,,,,,
15.900087,108.24702,1.077,16.88,6,0.408,41.9,0.1936,14.77,25.4,low,2022-07-06T04:00:00,140,,,,,,
15.600618,108.215321,5.005,34.19,8,0.179,70.1,0.3301,74.63,84.7,critical,2023-03-12T02:00:00,141,,,,,,
16.011438,108.20053,0.196,0.0,3,0.434,16.5,-0.057,6.57,0.0,low,2020-04-15T21:00:00,142,,,,,,
15.270012,108.013542,1.037,14.48,0,1.121,29.2,0.1272,4.83,39.5,low,2019-10-01T01:00:00,143,,,,,,
15.993536,108.142985,0.395,5.87,0,1.348,25.7,0.1494,26.41,20.5,low,2021-04-30T17:00:00,144,,,,,,
15.22137,108.255234,8.935,52.37,9,0.272,57.8,0.6193,112.13,100.0,critical,2022-09-10T16:00:00,145,,,,,,
15.954895,108.162716,0.214,9.37,2,0.943,23.4,-0.0445,12.88,12.7,low,2024-02-27T19:00:00,146,,,,,,
16.131812,108.050801,1.346,59.53,3,1.127,29.2,-0.0051,37.46,63.6,low,2021-04-16T10:00:00,147,,,,,,
16.004728,108.12609,10.989,19.51,12,0.603,60.8,0.4022,77.42,96.0,critical,2020-10-07T01:00:00,148,,,,,,
16.10069,108.2791,5.831,67.15,1,1.505,62.1,0.5067,22.38,87.3,critical,2022-11-04T17:00:00,149,,,,,,
16.036382,108.217715,2.671,0.55,8,0.895,26.3,0.0659,56.86,46.1,low,2022-10-16T07:00:00,150,,,,,,
16.101223,108.278365,11.633,52.71,12,0.828,55.9,0.5248,106.53,100.0,critical,2022-11-05T04:00:00,151,,,,,,
15.804332,108.379991,6.131,23.75,19,0.19,46.5,-0.1149,38.32,89.1,high,2019-02-27T18:00:00,152,,,,,,
15.634157,108.155713,1.158,38.48,4,0.699,28.9,-0.0425,17.13,13.3,low,2023-11-24T17:00:00,153,,,,,,
15.569639,108.47401,4.835,17.6,5,0.239,65.2,0.2932,48.16,78.4,high,2021-05-09T18:00:00,154,,,,,,
16.029708,108.220598,0.474,10.01,2,1.15,14.4,-0.0456,10.37,6.8,low,2024-07-26T22:00:00,155,,,,,,
16.080972,108.21362,0.417,0.73,0,1.588,39.9,0.0879,0.24,38.6,low,2019-04-11T11:00:00,156,,,,,,
16.139526,108.025462,2.643,8.15,6,0.117,40.9,0.3334,35.75,66.2,medium,2021-05-14T14:00:00,157,,,,,,
16.043905,108.208098,0.918,0.0,1,0.719,43.4,-0.0257,12.52,13.7,low,2021-06-16T07:00:00,158,,,,,,
15.960226,108.172575,2.094,1.89,1,1.388,33.6,0.3322,26.22,44.1,low,2019-01-05T16:00:00,159,,,,,,
15.113645,108.181054,0.632,18.76,5,0.379,8.2,-0.0154,42.16,28.1,low,2023-06-06T15:00:00,160,,,,,,
15.984493,108.241396,0.0,0.0,2,1.252,39.3,0.0,5.71,0.0,low,2020-05-02T16:00:00,161,,,,,,
16.13267,108.051357,1.675,48.16,8,0.186,32.4,0.0652,88.15,71.3,medium,2021-04-16T15:00:00,162,,,,,,
16.021453,108.189911,0.187,15.4,4,1.59,53.4,0.0837,11.93,14.6,low,2019-12-16T07:00:00,163,,,,,,
16.046515,108.221365,0.0,16.89,3,1.301,33.7,0.0,11.0,5.8,low,2021-04-11T22:00:00,164,,,,,,
15.95921,108.140682,6.533,174.05,6,0.215,82.0,0.6294,267.98,100.0,critical,2023-08-29T12:00:00,165,,,,,,
15.90317,108.248764,0.72,31.65,7,0.42,29.8,-0.2188,29.36,33.1,low,2020-02-13T14:00:00,166,,,,,,
15.777386,108.332424,0.629,17.08,3,1.388,20.2,0.0237,23.54,24.5,low,2022-04-12T11:00:00,167,,,,,,
15.971508,108.147598,0.665,0.0,0,1.087,40.4,0.1044,0.0,26.3,low,2023-04-05T15:00:00,168,,,,,,
16.00768,108.200515,0.0,1.68,2,1.046,27.6,0.0,9.43,6.9,low,2024-06-05T01:00:00,169,,,,,,
16.004031,108.137533,1.126,8.24,0,1.465,20.7,0.0535,5.16,63.5,low,2022-09-09T10:00:00,170,,,,,,
16.134639,108.04907,2.664,20.09,6,0.117,45.4,0.279,56.21,52.1,medium,2022-02-03T00:00:00,171,,,,,,
16.065,108.206247,5.928,31.36,13,0.928,65.4,0.468,26.17,78.3,high,2023-01-31T10:00:00,172,,,,,,
15.113545,108.180024,4.675,40.77,5,0.756,41.5,0.4029,64.42,65.7,high,2020-03-02T07:00:00,173,,,,,,
16.063531,108.179472,3.168,35.51,6,0.167,65.0,0.4074,90.24,72.5,high,2024-04-15T01:00:00,174,,,,,,
16.03667,108.21962,0.421,2.02,0,1.522,42.0,0.0635,8.79,36.4,low,2019-07-04T07:00:00,175,,,,,,
16.05749,108.219617,1.998,29.05,6,0.392,11.7,-0.0573,82.0,63.3,medium,2022-09-21T07:00:00,176,,,,,,
15.803442,108.255443,5.145,41.96,10,0.194,62.5,0.0704,85.58,91.1,high,2020-09-18T12:00:00,177,,,,,,
16.027216,108.221721,0.03,0.0,0,0.961,20.6,-0.1185,0.0,10.5,low,2021-08-01T11:00:00,178,,,,,,
16.108949,108.261432,9.909,19.07,11,0.719,76.0,0.6573,74.18,100.0,critical,2020-08-18T17:00:00,179,,,,,,
15.805451,108.381671,0.812,10.04,1,1.506,14.1,0.1635,13.44,17.8,low,2022-03-21T09:00:00,180,,,,,,
16.110636,108.088082,0.0,0.0,1,1.003,24.0,-0.0387,4.44,15.6,low,2020-04-01T03:00:00,181,,,,,,
16.121324,107.983588,3.466,36.71,4,1.173,39.7,0.3952,36.2,87.0,medium,2019-06-14T21:00:00,182,,,,,,
16.083665,108.217791,0.0,3.54,0,1.517,35.3,-0.0235,4.93,1.0,low,2024-05-07T01:00:00,183,,,,,,
15.983644,108.15675,0.393,0.0,0,1.148,48.4,-0.0346,5.06,14.7,low,2021-08-20T19:00:00,184,,,,,,
16.048305,108.069549,1.978,3.5,1,1.054,40.3,0.253,39.12,50.6,medium,2019-08-26T02:00:00,185,,,,,,
16.006397,108.125493,4.868,46.55,8,0.127,66.2,0.2666,77.77,73.8,high,2023-12-15T06:00:00,186,,,,,,
15.778337,108.330711,0.534,19.79,2,1.433,51.4,0.0495,9.12,20.0,low,2022-06-23T00:00:00,187,,,,,,
16.069549,108.19261,0.548,0.0,4,0.205,21.7,0.1172,13.79,18.7,low,2019-06-13T17:00:00,188,,,,,,
15.960909,108.173062,0.128,0.0,0,1.472,40.4,0.0986,0.0,14.8,low,2023-05-05T16:00:00,189,,,,,,
15.094032,108.12128,3.12,12.82,8,0.295,51.3,0.1524,41.91,57.4,medium,2020-02-02T10:00:00,190,,,,,,
15.986306,108.165984,0.48,3.58,0,1.364,8.6,0.1591,1.19,12.8,low,2019-01-21T09:00:00,191,,,,,,
15.983231,108.074208,5.035,37.41,14,1.398,37.0,-0.127,82.78,100.0,high,2024-03-28T20:00:00,192,,,,,,
16.072655,108.203621,0.076,13.4,0,1.37,33.6,0.0293,5.94,13.1,low,2021-03-07T14:00:00,193,,,,,,
16.066675,108.176476,0.175,21.79,1,1.496,37.3,0.1618,7.26,16.3,low,2020-10-10T21:00:00,194,,,,,,
16.057181,108.220919,0.146,18.9,4,0.61,57.6,-0.1194,11.53,10.6,low,2021-01-20T01:00:00,195,,,,,,
16.066975,108.19406,5.749,15.78,4,0.732,64.9,0.4041,42.55,89.3,high,2019-09-11T20:00:00,196,,,,,,
16.077142,108.131845,2.529,45.72,3,1.453,12.1,0.119,33.52,33.6,low,2024-11-12T02:00:00,197,,,,,,
15.614972,108.347141,0.326,36.12,1,1.447,13.7,0.0756,12.04,21.0,low,2024-05-26T07:00:00,198,,,,,,
15.631277,108.28846,0.888,5.32,1,1.468,12.9,0.0214,17.8,29.4,low,2024-09-07T12:00:00,199,,,,,,
15.799209,107.261878,0.324,0.0,0,1.458,43.2,0.0838,0.0,2.5,low,2022-12-22T04:00:00,200,,,,,,
15.559267,108.110803,12.63,52.09,23,0.745,40.0,-0.2728,76.21,100.0,high,2023-09-27T14:00:00,201,,,,,,
16.058077,108.15684,1.057,24.69,3,1.507,42.3,0.0764,20.06,53.8,low,2019-03-04T04:00:00,202,,,,,,
16.005754,108.125541,0.208,19.44,3,1.51,8.1,0.1149,6.61,3.8,low,2023-06-12T18:00:00,203,,,,,,
16.138282,108.027136,0.588,8.05,3,1.009,27.3,-0.0528,41.06,23.7,low,2024-01-29T21:00:00,204,,,,,,
15.81794,107.90186,1.005,15.63,2,1.503,47.6,0.121,5.21,20.2,low,2024-12-30T21:00:00,205,,,,,,
16.069097,108.1026,1.817,26.76,9,0.174,22.1,-0.0079,24.25,58.7,low,2019-04-12T02:00:00,206,,,,,,
15.633399,108.155978,0.967,2.55,0,1.466,17.8,0.038,0.85,12.4,low,2023-11-24T14:00:00,207,,,,,,
16.100101,108.280362,14.98,54.02,19,0.471,79.6,-0.1462,113.4,100.0,critical,2022-11-05T11:00:00,208,,,,,,
15.370688,108.275613,0.522,29.69,5,0.551,56.3,-0.161,11.73,24.9,low,2019-04-12T22:00:00,209,,,,,,
16.061091,108.186429,0.066,12.06,0,1.548,42.9,-0.0863,4.02,15.5,low,2023-03-30T18:00:00,210,,,,,,
16.06481,108.179539,1.249,9.61,2,1.047,29.8,-0.0154,14.28,34.9,low,2021-02-06T17:00:00,211,,,,,,
16.067173,108.103533,0.204,0.0,3,0.242,45.4,0.0647,8.8,5.0,low,2019-09-06T21:00:00,212,,,,,,
15.790647,108.10551,0.435,2.61,4,0.09,33.7,0.1615,12.37,9.7,low,2023-01-10T10:00:00,213,,,,,,
